player_id,full_name,position,age,experience,average_draft_position,projected_ppg,expected_ppg,comp_n,self_n_seasons,stock,description
2473037,Jason Myers,K,35,11,121.9,9.32,10.20405984,5,3,STAR,"Jason Myers is projected for 9.3 PPG off an ADP of 121.9. Over his last 3 seasons he's landed at 1.19x his preseason projection. He's an established, consistent difference-maker at the position."
2971573,Ka'imi Fairbairn,K,32,10,126,9.28,11.14021033,13,3,BREAKOUT,"Ka'imi Fairbairn is projected for 9.3 PPG off an ADP of 126.0. Over his last 3 seasons he's landed at 1.34x his preseason projection. Age, trend, and role all point toward a real step forward this year."
4686361,Cam Little,K,23,2,135.2,8.63,9.421991831,8,2,BREAKOUT,"Cam Little is projected for 8.6 PPG off an ADP of 135.2. Over his last 2 seasons he's landed at 1.08x his preseason projection. Age, trend, and role all point toward a real step forward this year."
4574716,Harrison Mevis,K,24,1,137.2,9.38,9.38,11,1,AVERAGE,Harrison Mevis is projected for 9.4 PPG off an ADP of 137.2. Similar kicker profiles (11 comps) hit their projection 36% of the time and busted 0% of the time. Production and cost look roughly in line with expectations.
4034949,Eddy Pineiro,K,30,8,147.8,9.14,8.56757414,27,3,OVERVALUED,Eddy Pineiro is projected for 9.1 PPG off an ADP of 147.8. Over his last 3 seasons he's landed at 0.85x his preseason projection. His draft cost is running ahead of what the data supports.
4689936,Jake Bates,K,27,2,151.2,8.58,8.683445516,22,2,AVERAGE,Jake Bates is projected for 8.6 PPG off an ADP of 151.2. Over his last 2 seasons he's landed at 1.07x his preseason projection. Production and cost look roughly in line with expectations.
3055899,Harrison Butker,K,31,9,154.3,8.73,8.972549527,24,3,AVERAGE,Harrison Butker is projected for 8.7 PPG off an ADP of 154.3. Over his last 3 seasons he's landed at 0.99x his preseason projection. Production and cost look roughly in line with expectations.
4697745,Tyler Loop,K,25,1,161.4,8.58,9.041185479,12,1,AVERAGE,Tyler Loop is projected for 8.6 PPG off an ADP of 161.4. Similar kicker profiles (12 comps) hit their projection 25% of the time and busted 0% of the time. Production and cost look roughly in line with expectations.
17372,Chris Boswell,K,35,12,161.8,8.39,9.109855885,5,3,AVERAGE,Chris Boswell is projected for 8.4 PPG off an ADP of 161.8. Over his last 3 seasons he's landed at 1.17x his preseason projection. Production and cost look roughly in line with expectations.
4567104,Will Reichard,K,25,2,164.9,8.36,9.358585462,18,2,AVERAGE,Will Reichard is projected for 8.4 PPG off an ADP of 164.9. Over his last 2 seasons he's landed at 1.24x his preseason projection. Production and cost look roughly in line with expectations.
17427,Cairo Santos,K,34,12,166,8.49,8.750191143,11,3,AVERAGE,Cairo Santos is projected for 8.5 PPG off an ADP of 166.0. Over his last 3 seasons he's landed at 0.97x his preseason projection. Production and cost look roughly in line with expectations.
3150744,Chase McLaughlin,K,30,7,168,8.36,8.701086517,31,3,AVERAGE,Chase McLaughlin is projected for 8.4 PPG off an ADP of 168.0. Over his last 3 seasons he's landed at 1.12x his preseason projection. Production and cost look roughly in line with expectations.
4360234,Evan McPherson,K,27,5,168.8,8.36,7.985072337,25,3,AVERAGE,Evan McPherson is projected for 8.4 PPG off an ADP of 168.8. Over his last 3 seasons he's landed at 0.95x his preseason projection. Production and cost look roughly in line with expectations.
3050478,Jake Elliott,K,31,9,169.3,7.99,7.60097127,26,3,AVERAGE,Jake Elliott is projected for 8.0 PPG off an ADP of 169.3. Over his last 3 seasons he's landed at 0.93x his preseason projection. Production and cost look roughly in line with expectations.
4249087,Matt Gay,K,32,7,169.5,7.36,7.485316164,20,3,OVERVALUED,Matt Gay is projected for 7.4 PPG off an ADP of 169.5. Over his last 3 seasons he's landed at 0.99x his preseason projection. His draft cost is running ahead of what the data supports.
15683,Justin Tucker,K,36,14,169.6,0,0,8,3,BUST,"Justin Tucker is projected for 0.0 PPG off an ADP of 169.6. Over his last 3 seasons he's landed at 1.01x his preseason projection. Age, injury trend, and comparable outcomes point to real disappointment risk."
4570688,Caden Davis,K,25,0,169.7,0,0,17,0,FADE,Caden Davis is projected for 0.0 PPG off an ADP of 169.7. Similar kicker profiles (17 comps) hit their projection 29% of the time and busted 0% of the time. The gap between cost and expected output makes him easy to pass on.
10621,Nick Folk,K,41,19,169.8,8.3,8.176476871,2,3,SLEEPER,Nick Folk is projected for 8.3 PPG off an ADP of 169.8. Over his last 3 seasons he's landed at 0.97x his preseason projection. His ADP undersells his likely output — worth a look in the later rounds.
3917232,Tyler Bass,K,29,6,169.8,8.04,6.62146197,16,3,BUST,"Tyler Bass is projected for 8.0 PPG off an ADP of 169.8. Over his last 3 seasons he's landed at 0.67x his preseason projection. Age, injury trend, and comparable outcomes point to real disappointment risk."
4372066,Jake Moody,K,26,3,169.8,7.56,7.857466218,14,3,AVERAGE,Jake Moody is projected for 7.6 PPG off an ADP of 169.8. Over his last 3 seasons he's landed at 1.06x his preseason projection. Production and cost look roughly in line with expectations.
4568263,Ryan Fitzgerald,K,26,1,169.8,7.3,7.252013125,14,1,AVERAGE,Ryan Fitzgerald is projected for 7.3 PPG off an ADP of 169.8. Similar kicker profiles (14 comps) hit their projection 29% of the time and busted 0% of the time. Production and cost look roughly in line with expectations.
4258620,Andre Szmyt,K,27,1,169.8,7.14,7.063260976,16,1,STARTER,"Andre Szmyt is projected for 7.1 PPG off an ADP of 169.8. Similar kicker profiles (16 comps) hit their projection 19% of the time and busted 0% of the time. Expect steady, dependable production in line with a solid weekly starter."
3049899,Younghoe Koo,K,32,9,169.8,0,0,13,3,FADE,Younghoe Koo is projected for 0.0 PPG off an ADP of 169.8. Over his last 3 seasons he's landed at 0.88x his preseason projection. The gap between cost and expected output makes him easy to pass on.
11122,Matt Prater,K,42,19,169.8,0,0,1,3,FADE,Matt Prater is projected for 0.0 PPG off an ADP of 169.8. Over his last 3 seasons he's landed at 0.95x his preseason projection. The gap between cost and expected output makes him easy to pass on.
4571557,Spencer Shrader,K,27,2,169.8,0,0,16,2,FADE,Spencer Shrader is projected for 0.0 PPG off an ADP of 169.8. Over his last 2 seasons he's landed at 1.44x his preseason projection. The gap between cost and expected output makes him easy to pass on.
4566158,Ben Sauls,K,25,0,169.9,0,0,15,0,OVERVALUED,Ben Sauls is projected for 0.0 PPG off an ADP of 169.9. Similar kicker profiles (15 comps) hit their projection 20% of the time and busted 0% of the time. His draft cost is running ahead of what the data supports.
4363538,Chad Ryland,K,26,3,169.9,7.16,7.1772451,13,3,SLEEPER,Chad Ryland is projected for 7.2 PPG off an ADP of 169.9. Over his last 3 seasons he's landed at 0.95x his preseason projection. His ADP undersells his likely output — worth a look in the later rounds.
3124679,Jason Sanders,K,30,8,169.9,7.55,6.653441693,7,3,STARTER,"Jason Sanders is projected for 7.5 PPG off an ADP of 169.9. Over his last 3 seasons he's landed at 0.76x his preseason projection. Expect steady, dependable production in line with a solid weekly starter."
12460,Graham Gano,K,39,17,169.9,0,0,4,3,BUST,"Graham Gano is projected for 0.0 PPG off an ADP of 169.9. Over his last 3 seasons he's landed at 0.79x his preseason projection. Age, injury trend, and comparable outcomes point to real disappointment risk."
4243371,Riley Patterson,K,27,5,169.9,0,0,13,3,OVERVALUED,Riley Patterson is projected for 0.0 PPG off an ADP of 169.9. Over his last 3 seasons he's landed at 1.03x his preseason projection. His draft cost is running ahead of what the data supports.
4428963,Cade York,K,25,2,169.9,0,0,14,2,OVERVALUED,Cade York is projected for 0.0 PPG off an ADP of 169.9. Over his last 2 seasons he's landed at 0.98x his preseason projection. His draft cost is running ahead of what the data supports.
4696736,Tanner Brown,K,26,0,169.9,0,0,14,0,OVERVALUED,Tanner Brown is projected for 0.0 PPG off an ADP of 169.9. Similar kicker profiles (14 comps) hit their projection 21% of the time and busted 0% of the time. His draft cost is running ahead of what the data supports.
4566192,Joshua Karty,K,24,3,169.9,0,0,13,1,OVERVALUED,Joshua Karty is projected for 0.0 PPG off an ADP of 169.9. Similar kicker profiles (13 comps) hit their projection 23% of the time and busted 0% of the time. His draft cost is running ahead of what the data supports.
4361765,Brayden Narveson,K,26,0,169.9,0,0,13,1,OVERVALUED,Brayden Narveson is projected for 0.0 PPG off an ADP of 169.9. Similar kicker profiles (13 comps) hit their projection 23% of the time and busted 0% of the time. His draft cost is running ahead of what the data supports.
5092436,Jude McAtamney,K,26,1,169.9,0,0,14,1,OVERVALUED,Jude McAtamney is projected for 0.0 PPG off an ADP of 169.9. Similar kicker profiles (14 comps) hit their projection 21% of the time and busted 0% of the time. His draft cost is running ahead of what the data supports.
3043234,Zane Gonzalez,K,31,9,170,7.49,7.49,1,3,BREAKOUT,"Zane Gonzalez is projected for 7.5 PPG off an ADP of 170.0. Limited historical comps make this a lower-confidence read. Age, trend, and role all point toward a real step forward this year."
3124084,Joey Slye,K,30,7,170,7.24,7.058831906,0,3,DIAMOND,Joey Slye is projected for 7.2 PPG off an ADP of 170.0. Over his last 3 seasons he's landed at 0.95x his preseason projection. He's being drafted well below his projected output — a clear value target.
3975763,Greg Joseph,K,32,8,170,0,0,1,3,RISKY,"Greg Joseph is projected for 0.0 PPG off an ADP of 170.0. Over his last 3 seasons he's landed at 0.83x his preseason projection. Health, role, or situational uncertainty make him a volatile bet."
3123052,Michael Badgley,K,31,8,170,0,0,1,3,STARTER,"Michael Badgley is projected for 0.0 PPG off an ADP of 170.0. Limited historical comps make this a lower-confidence read. Expect steady, dependable production in line with a solid weekly starter."
3051909,Daniel Carlson,K,31,8,170,0,0,1,3,RISKY,"Daniel Carlson is projected for 0.0 PPG off an ADP of 170.0. Over his last 3 seasons he's landed at 0.89x his preseason projection. Health, role, or situational uncertainty make him a volatile bet."
16339,Brandon McManus,K,35,12,170,0,0,1,3,RISKY,"Brandon McManus is projected for 0.0 PPG off an ADP of 170.0. Over his last 3 seasons he's landed at 0.98x his preseason projection. Health, role, or situational uncertainty make him a volatile bet."
15965,Dustin Hopkins,K,35,13,170,0,0,1,3,RISKY,"Dustin Hopkins is projected for 0.0 PPG off an ADP of 170.0. Over his last 3 seasons he's landed at 0.90x his preseason projection. Health, role, or situational uncertainty make him a volatile bet."
14993,Greg Zuerlein,K,38,14,170,0,0,0,3,RISKY,"Greg Zuerlein is projected for 0.0 PPG off an ADP of 170.0. Over his last 3 seasons he's landed at 0.82x his preseason projection. Health, role, or situational uncertainty make him a volatile bet."
3128444,Matthew Wright,K,30,6,170,0,0,0,3,BREAKOUT,"Matthew Wright is projected for 0.0 PPG off an ADP of 170.0. Limited historical comps make this a lower-confidence read. Age, trend, and role all point toward a real step forward this year."
4242519,Anders Carlson,K,28,3,170,0,0,3,3,STARTER,"Anders Carlson is projected for 0.0 PPG off an ADP of 170.0. Limited historical comps make this a lower-confidence read. Expect steady, dependable production in line with a solid weekly starter."
4245661,Lucas Havrisik,K,26,2,170,0,0,5,2,BREAKOUT,"Lucas Havrisik is projected for 0.0 PPG off an ADP of 170.0. Limited historical comps make this a lower-confidence read. Age, trend, and role all point toward a real step forward this year."
4051167,Parker Romo,K,29,1,170,0,0,3,1,AVERAGE,Parker Romo is projected for 0.0 PPG off an ADP of 170.0. Limited historical comps make this a lower-confidence read. Production and cost look roughly in line with expectations.
3821683,Austin Seibert,K,29,7,170.1,0,0,1,3,SLEEPER,Austin Seibert is projected for 0.0 PPG off an ADP of 170.1. Limited historical comps make this a lower-confidence read. His ADP undersells his likely output — worth a look in the later rounds.
5208518,Charlie Smyth,K,25,1,170.2,8.09,8.09,4,0,DIAMOND,Charlie Smyth is projected for 8.1 PPG off an ADP of 170.2. Limited historical comps make this a lower-confidence read. He's being drafted well below his projected output — a clear value target.
2985659,Wil Lutz,K,32,10,170.2,7.98,8.318307526,1,3,DIAMOND,Wil Lutz is projected for 8.0 PPG off an ADP of 170.2. Over his last 3 seasons he's landed at 1.08x his preseason projection. He's being drafted well below his projected output — a clear value target.
4259619,Blake Grupe,K,27,3,170.4,7.81,8.013512,1,3,DIAMOND,Blake Grupe is projected for 7.8 PPG off an ADP of 170.4. Over his last 3 seasons he's landed at 1.05x his preseason projection. He's being drafted well below his projected output — a clear value target.
4569923,Andy Borregales,K,23,1,170.4,7.59,7.812793536,0,1,DIAMOND,Andy Borregales is projected for 7.6 PPG off an ADP of 170.4. Limited historical comps make this a lower-confidence read. He's being drafted well below his projected output — a clear value target.
3918298,Josh Allen,QB,30,8,23.5,21.72,21.90207799,11,3,STAR,"Josh Allen is projected for 21.7 PPG off an ADP of 23.5. Over his last 3 seasons he's landed at 1.03x his preseason projection. He's an established, consistent difference-maker at the position."
3916387,Lamar Jackson,QB,29,8,37.5,18.94,19.01313465,18,3,STAR,"Lamar Jackson is projected for 18.9 PPG off an ADP of 37.5. Over his last 3 seasons he's landed at 1.01x his preseason projection. He's an established, consistent difference-maker at the position."
4431452,Drake Maye,QB,24,2,49.6,18.77,18.83132122,23,2,STAR,"Drake Maye is projected for 18.8 PPG off an ADP of 49.6. Over his last 2 seasons he's landed at 1.08x his preseason projection. He's an established, consistent difference-maker at the position."
4426348,Jayden Daniels,QB,25,2,52.8,18.73,18.68059508,26,2,AVERAGE,Jayden Daniels is projected for 18.7 PPG off an ADP of 52.8. Over his last 2 seasons he's landed at 0.99x his preseason projection. Production and cost look roughly in line with expectations.
3915511,Joe Burrow,QB,29,6,57,17.88,18.02969259,19,3,AVERAGE,Joe Burrow is projected for 17.9 PPG off an ADP of 57.0. Over his last 3 seasons he's landed at 1.02x his preseason projection. Production and cost look roughly in line with expectations.
4040715,Jalen Hurts,QB,28,6,58.3,18.84,18.32522673,23,3,STAR,"Jalen Hurts is projected for 18.8 PPG off an ADP of 58.3. Over his last 3 seasons he's landed at 0.94x his preseason projection. He's an established, consistent difference-maker at the position."
4689114,Jaxson Dart,QB,23,1,73.4,17.71,17.82328845,22,1,AVERAGE,Jaxson Dart is projected for 17.7 PPG off an ADP of 73.4. Similar quarterback profiles (22 comps) hit their projection 18% of the time and busted 18% of the time. Production and cost look roughly in line with expectations.
12483,Matthew Stafford,QB,38,17,92.5,17.25,17.74633613,4,3,STAR,"Matthew Stafford is projected for 17.2 PPG off an ADP of 92.5. Over his last 3 seasons he's landed at 1.06x his preseason projection. He's an established, consistent difference-maker at the position."
2577417,Dak Prescott,QB,33,10,96.7,16.82,16.35024268,3,3,RISKY,"Dak Prescott is projected for 16.8 PPG off an ADP of 96.7. Over his last 3 seasons he's landed at 0.94x his preseason projection. Health, role, or situational uncertainty make him a volatile bet."
4431611,Caleb Williams,QB,24,2,97.8,16.57,15.87253601,26,2,AVERAGE,Caleb Williams is projected for 16.6 PPG off an ADP of 97.8. Over his last 2 seasons he's landed at 1.01x his preseason projection. Production and cost look roughly in line with expectations.
4361741,Brock Purdy,QB,26,4,101.8,17.24,17.24494492,31,3,AVERAGE,Brock Purdy is projected for 17.2 PPG off an ADP of 101.8. Over his last 3 seasons he's landed at 1.06x his preseason projection. Production and cost look roughly in line with expectations.
3139477,Patrick Mahomes,QB,30,9,111.2,17.04,16.89105236,16,3,RISKY,"Patrick Mahomes is projected for 17.0 PPG off an ADP of 111.2. Over his last 3 seasons he's landed at 0.97x his preseason projection. Health, role, or situational uncertainty make him a volatile bet."
4360310,Trevor Lawrence,QB,26,5,112.6,16.91,16.61758119,36,3,AVERAGE,Trevor Lawrence is projected for 16.9 PPG off an ADP of 112.6. Over his last 3 seasons he's landed at 1.04x his preseason projection. Production and cost look roughly in line with expectations.
4426338,Bo Nix,QB,26,2,115.6,17.34,17.72309146,36,2,RISKY,"Bo Nix is projected for 17.3 PPG off an ADP of 115.6. Over his last 2 seasons he's landed at 1.18x his preseason projection. Health, role, or situational uncertainty make him a volatile bet."
4038941,Justin Herbert,QB,28,6,120.4,16.63,16.79160063,30,3,AVERAGE,Justin Herbert is projected for 16.6 PPG off an ADP of 120.4. Over his last 3 seasons he's landed at 1.04x his preseason projection. Production and cost look roughly in line with expectations.
3046779,Jared Goff,QB,31,10,149.5,15.76,15.51654463,11,3,AVERAGE,Jared Goff is projected for 15.8 PPG off an ADP of 149.5. Over his last 3 seasons he's landed at 1.18x his preseason projection. Production and cost look roughly in line with expectations.
3052587,Baker Mayfield,QB,31,8,155.2,15.58,14.80020988,11,3,AVERAGE,Baker Mayfield is projected for 15.6 PPG off an ADP of 155.2. Over his last 3 seasons he's landed at 1.10x his preseason projection. Production and cost look roughly in line with expectations.
3917315,Kyler Murray,QB,29,7,155.4,14.74,14.12102191,25,3,AVERAGE,Kyler Murray is projected for 14.7 PPG off an ADP of 155.4. Over his last 3 seasons he's landed at 0.93x his preseason projection. Production and cost look roughly in line with expectations.
4360689,Tyler Shough,QB,26,1,157,15.56,14.09463844,40,1,AVERAGE,Tyler Shough is projected for 15.6 PPG off an ADP of 157.0. Similar quarterback profiles (40 comps) hit their projection 15% of the time and busted 25% of the time. Production and cost look roughly in line with expectations.
4036378,Jordan Love,QB,27,6,162,15.25,14.16228158,36,3,AVERAGE,Jordan Love is projected for 15.2 PPG off an ADP of 162.0. Over his last 3 seasons he's landed at 0.96x his preseason projection. Production and cost look roughly in line with expectations.
3912547,Sam Darnold,QB,29,8,165.3,14.25,14.24954931,27,3,BREAKOUT,"Sam Darnold is projected for 14.2 PPG off an ADP of 165.3. Over his last 3 seasons he's landed at 1.10x his preseason projection. Age, trend, and role all point toward a real step forward this year."
3917792,Daniel Jones,QB,29,7,165.9,15.7,14.63243692,27,3,RISKY,"Daniel Jones is projected for 15.7 PPG off an ADP of 165.9. Over his last 3 seasons he's landed at 0.95x his preseason projection. Health, role, or situational uncertainty make him a volatile bet."
4837248,Fernando Mendoza,QB,22,0,166.1,11.02,8.327562771,22,0,OVERVALUED,Fernando Mendoza is projected for 11.0 PPG off an ADP of 166.1. Similar quarterback profiles (22 comps) hit their projection 18% of the time and busted 27% of the time. His draft cost is running ahead of what the data supports.
4432577,C.J. Stroud,QB,24,3,166.9,14.45,11.52992837,37,3,AVERAGE,C.J. Stroud is projected for 14.4 PPG off an ADP of 166.9. Over his last 3 seasons he's landed at 0.80x his preseason projection. Production and cost look roughly in line with expectations.
4242512,Malik Willis,QB,27,4,167.5,13.99,327.3268149,38,3,BREAKOUT,"Malik Willis is projected for 14.0 PPG off an ADP of 167.5. Over his last 3 seasons he's landed at 45.90x his preseason projection. Age, trend, and role all point toward a real step forward this year."
4688380,Cam Ward,QB,24,1,167.5,12.87,10.00828597,38,1,OVERVALUED,Cam Ward is projected for 12.9 PPG off an ADP of 167.5. Similar quarterback profiles (38 comps) hit their projection 13% of the time and busted 29% of the time. His draft cost is running ahead of what the data supports.
4685720,Bryce Young,QB,25,3,168.6,13.98,12.3537069,39,3,AVERAGE,Bryce Young is projected for 14.0 PPG off an ADP of 168.6. Over his last 3 seasons he's landed at 0.90x his preseason projection. Production and cost look roughly in line with expectations.
8439,Aaron Rodgers,QB,42,21,169.6,12.82,12.4699739,1,3,BREAKOUT,"Aaron Rodgers is projected for 12.8 PPG off an ADP of 169.6. Over his last 3 seasons he's landed at 0.95x his preseason projection. Age, trend, and role all point toward a real step forward this year."
4432762,Shedeur Sanders,QB,24,1,169.6,5.67,4.379696879,35,1,OVERVALUED,Shedeur Sanders is projected for 5.7 PPG off an ADP of 169.6. Similar quarterback profiles (35 comps) hit their projection 11% of the time and busted 31% of the time. His draft cost is running ahead of what the data supports.
4433970,J.J. McCarthy,QB,23,2,169.6,2.35,1.806352467,28,2,OVERVALUED,J.J. McCarthy is projected for 2.4 PPG off an ADP of 169.6. Over his last 2 seasons he's landed at 0.75x his preseason projection. His draft cost is running ahead of what the data supports.
